,1,2,4,6,8,10,12,16,20,24
1 MiB,1.0,0.5271595416483034,0.32827553083719113,0.19965144179139283,0.1888910822108686,0.09857924159558837,0.0675633693426534,0.03211941163741019,0.031807667565459004,0.01785132677015351
5 MiB,1.0,1.0144170979509224,0.8110755326153912,0.6544255243028666,0.5249774010716876,0.5181660121960528,0.4301614459018932,0.33169554245805444,0.22470135640097683,0.19215725497004513
10 MiB,1.0,0.8033556418875413,0.7157988716972566,0.6086297790764187,0.5273058476636687,0.4089940048326744,0.2877777777777777,0.14188070047065232,0.1564770219706418,0.08068925879970561
50 MiB,1.0,0.9178105676838463,0.7671267502547234,0.6409844739800649,0.5720577361836716,0.5171036858960983,0.4206764761417552,0.3725713674094906,0.26082325145085605,0.16426372184427304
100 MiB,1.0,0.9497187461821235,0.8039712998579268,0.6925157397633507,0.6213441070843476,0.5394266482397081,0.4955504640030975,0.3873320904001626,0.3139116759911047,0.20940022909889888
500 MiB,1.0,0.9730502789904578,0.7779995770094854,0.7139798394910718,0.5916102242368646,0.6216626130292922,0.4898798571170199,0.40143974236612096,0.3478013110858992,0.2924443865691353
1 GiB,1.0,0.9577673305140786,0.8121160760811689,0.7459018796809533,0.6429977499646454,0.5314741313500054,0.48279546142570834,0.4220831074253423,0.35372740978792516,0.3126816100161056
5 GiB,1.0,0.9640752762985384,0.9013926187315423,0.774249717348065,0.6851093643888969,0.5346497953391031,0.5667740809434959,0.4641123193507435,0.37474517794723294,0.3066373779221321
10 GiB,1.0,0.9377639009253207,0.9230501666680404,0.8506101282933103,0.7647994687157353,0.6680818350810664,0.6179357583219135,0.3718038390257432,0.41761129970016714,0.3529099513339941
