,1,2,4,6,8,10,12,16,20,24
1 MiB,1.0,0.943248657824096,0.8677188873152486,0.8303794059130677,0.7960280840856846,0.7471661976235148,0.13697093984757677,0.04244327426586047,0.090844501473244,0.02571859493902505
5 MiB,1.0,0.9787517298158951,0.9521001959614893,0.9253228337328646,0.902481768330601,0.872903383293463,0.8401978917610262,0.765428716248613,0.7194000064376993,0.4696734712748028
10 MiB,1.0,0.9290377541984849,0.8871641642726796,0.870253444990917,0.8372901312670735,0.8060852185047773,0.7475970468760469,0.26682959315203386,0.5743178043417239,0.18125340990720626
50 MiB,1.0,0.9411964749992637,0.9026591660529325,0.8815646271577204,0.845362988546544,0.7635069322434082,0.8020504780379705,0.7767362474302322,0.559263636907564,0.4380574277961229
100 MiB,1.0,0.9751587379275606,0.919846200280326,0.899854341409669,0.8483588299762299,0.8243932924037052,0.8149339143663403,0.7756908628310549,0.6920210250302884,0.4554700886904897
500 MiB,1.0,0.9751064096695846,0.9324898598464354,0.8641355489692838,0.8324705617778493,0.7978281047407021,0.7906085962979496,0.7604228086445651,0.6787964945147837,0.6537547687926933
1 GiB,1.0,0.9850665614218351,0.9469172977650455,0.8847182400217174,0.8499758959616563,0.8155835261333925,0.7992345101190281,0.7731052534614994,0.6866532931958849,0.6648813702505896
5 GiB,1.0,0.9513889959010225,0.9144381421543399,0.8695589098980946,0.851194642652099,0.850546881705359,0.8318279513372495,0.7932143306094346,0.7011364487181386,0.6756690605430706
10 GiB,1.0,0.9728782026625976,0.9379468383628952,0.8903239147610268,0.8401435159739292,0.8011194525739611,0.7735442769659088,0.7491077902130338,0.6719584185740107,0.5476373682842045
